"","Site","Date","year","month","variable","val"
"2801","AX2",2020-12-01,2020,12,"d2H",-62.28
"2802","AX3",2018-01-01,2018,1,"d2H",-73.20293187
"2803","AX3",2019-01-01,2019,1,"d2H",-75.01727934
"2804","AX3",2020-01-01,2020,1,"d2H",-73.49463576
"2805","AX3",2021-01-01,2021,1,"d2H",-74.77881589
"2806","AX3",2018-02-01,2018,2,"d2H",-73.38506507
"2807","AX3",2019-02-01,2019,2,"d2H",-74.22216888
"2808","AX3",2020-02-01,2020,2,"d2H",-70.85438625
"2809","AX3",2021-02-01,2021,2,"d2H",-73.56372739
"2810","AX3",2018-03-01,2018,3,"d2H",-73.46611719
"2811","AX3",2019-03-01,2019,3,"d2H",-73.54995696
"2812","AX3",2020-03-02,2020,3,"d2H",-71.70336667
"2813","AX3",2017-04-01,2017,4,"d2H",-69.72655159
"2814","AX3",2018-04-01,2018,4,"d2H",-66.96919651
"2815","AX3",2019-04-01,2019,4,"d2H",-74.67326115
"2816","AX3",2017-05-01,2017,5,"d2H",-72.71490854
"2817","AX3",2018-05-01,2018,5,"d2H",-71.31221293
"2818","AX3",2019-05-01,2019,5,"d2H",-76.98259797
"2819","AX3",2020-05-04,2020,5,"d2H",-73.29295168
"2820","AX3",2017-06-01,2017,6,"d2H",-72.40805601
"2821","AX3",2018-06-01,2018,6,"d2H",-75.91509384
"2822","AX3",2019-06-01,2019,6,"d2H",-73.92076929
"2823","AX3",2020-06-01,2020,6,"d2H",-74.98325625
"2824","AX3",2021-06-01,2021,6,"d2H",-87.55
"2825","AX3",2017-07-01,2017,7,"d2H",-74.32974251
"2826","AX3",2018-07-01,2018,7,"d2H",-77.89751599
"2827","AX3",2019-07-01,2019,7,"d2H",-74.29109693
"2828","AX3",2020-07-01,2020,7,"d2H",-74.44298475
"2829","AX3",2021-07-01,2021,7,"d2H",-79.47
"2830","AX3",2017-08-01,2017,8,"d2H",-74.90221468
"2831","AX3",2018-08-01,2018,8,"d2H",-78.26490086
"2832","AX3",2020-08-01,2020,8,"d2H",-75.90163172
"2833","AX3",2017-09-01,2017,9,"d2H",-75.9005513
"2834","AX3",2018-09-01,2018,9,"d2H",-77.91684223
"2835","AX3",2019-09-01,2019,9,"d2H",-72.45953946
"2836","AX3",2020-09-01,2020,9,"d2H",-75.78385926
"2837","AX3",2017-10-01,2017,10,"d2H",-75.51064619
"2838","AX3",2018-10-01,2018,10,"d2H",-78.60939901
"2839","AX3",2019-10-01,2019,10,"d2H",-74.19716614
"2840","AX3",2020-10-01,2020,10,"d2H",-76.05
"2841","AX3",2017-11-01,2017,11,"d2H",-76.01909902
"2842","AX3",2018-11-01,2018,11,"d2H",-78.97430374
"2843","AX3",2019-11-01,2019,11,"d2H",-71.20757812
"2844","AX3",2020-11-01,2020,11,"d2H",-73.42743382
"2845","AX3",2017-12-01,2017,12,"d2H",-71.79557372
"2846","AX3",2018-12-01,2018,12,"d2H",-78.79973837
"2847","AX3",2019-12-01,2019,12,"d2H",-79.0104258
"2848","AX3",2020-12-01,2020,12,"d2H",-71.99
"2849","AX4",2018-01-01,2018,1,"d2H",-61.86500639
"2850","AX4",2019-01-01,2019,1,"d2H",-63.2484646
"2851","AX4",2020-01-01,2020,1,"d2H",-62.33147753
"2852","AX4",2021-01-01,2021,1,"d2H",-66.5496469
"2853","AX4",2018-02-01,2018,2,"d2H",-59.83487107
"2854","AX4",2019-02-01,2019,2,"d2H",-61.76563915
"2855","AX4",2020-02-01,2020,2,"d2H",-61.56174107
"2856","AX4",2021-02-01,2021,2,"d2H",-62.81041065
"2857","AX4",2018-03-01,2018,3,"d2H",-60.57469632
"2858","AX4",2019-03-01,2019,3,"d2H",-60.66029857
"2859","AX4",2020-03-02,2020,3,"d2H",-60.80721541
"2860","AX4",2017-04-01,2017,4,"d2H",-57.71611491
"2861","AX4",2018-04-01,2018,4,"d2H",-57.35842259
"2862","AX4",2019-04-01,2019,4,"d2H",-64.07950973
"2863","AX4",2017-05-01,2017,5,"d2H",-62.4176112
"2864","AX4",2018-05-01,2018,5,"d2H",-59.26711202
"2865","AX4",2019-05-01,2019,5,"d2H",-63.50014995
"2866","AX4",2020-05-04,2020,5,"d2H",-63.52430779
"2867","AX4",2017-06-01,2017,6,"d2H",-64.09388007
"2868","AX4",2018-06-01,2018,6,"d2H",-62.58511972
"2869","AX4",2019-06-01,2019,6,"d2H",-62.54813249
"2870","AX4",2020-06-01,2020,6,"d2H",-62.7612494
"2871","AX4",2021-06-01,2021,6,"d2H",-62.74
"2872","AX4",2017-07-01,2017,7,"d2H",-64.475042
"2873","AX4",2018-07-01,2018,7,"d2H",-65.7599419
"2874","AX4",2019-07-01,2019,7,"d2H",-63.11157641
"2875","AX4",2020-07-01,2020,7,"d2H",-64.16253143
"2876","AX4",2021-07-01,2021,7,"d2H",-51.6
"2877","AX4",2017-08-01,2017,8,"d2H",-66.52653015
"2878","AX4",2018-08-01,2018,8,"d2H",-64.32093368
"2879","AX4",2020-08-01,2020,8,"d2H",-63.58579336
"2880","AX4",2017-09-01,2017,9,"d2H",-64.66733071
"2881","AX4",2018-09-01,2018,9,"d2H",-59.91496885
"2882","AX4",2019-09-01,2019,9,"d2H",-64.27889125
"2883","AX4",2020-09-01,2020,9,"d2H",-64.51383918
"2884","AX4",2017-10-01,2017,10,"d2H",-63.45938442
"2885","AX4",2018-10-01,2018,10,"d2H",-65.8013053
"2886","AX4",2019-10-01,2019,10,"d2H",-64.99779269
"2887","AX4",2020-10-01,2020,10,"d2H",-64.85
"2888","AX4",2017-11-01,2017,11,"d2H",-64.65541736
"2889","AX4",2018-11-01,2018,11,"d2H",-44.22121898
"2890","AX4",2019-11-01,2019,11,"d2H",-64.0145119
"2891","AX4",2020-11-01,2020,11,"d2H",-61.6860398
"2892","AX4",2017-12-01,2017,12,"d2H",-61.82702544
"2893","AX4",2018-12-01,2018,12,"d2H",-67.26029725
"2894","AX4",2019-12-01,2019,12,"d2H",-62.176342
"2895","AX4",2020-12-01,2020,12,"d2H",-60.86
"2896","CH1",2018-01-01,2018,1,"d2H",-53.01232398
"2897","CH1",2019-01-01,2019,1,"d2H",-54.46329911
"2898","CH1",2020-01-01,2020,1,"d2H",-50.9082695
"2899","CH1",2021-01-01,2021,1,"d2H",-51.19601237
"2900","CH1",2018-02-01,2018,2,"d2H",-53.97954121
"2901","CH1",2019-02-01,2019,2,"d2H",-53.03111258
"2902","CH1",2020-02-01,2020,2,"d2H",-51.25966599
"2903","CH1",2021-02-01,2021,2,"d2H",-54.23032734
"2904","CH1",2018-03-01,2018,3,"d2H",-52.96994821
"2905","CH1",2019-03-01,2019,3,"d2H",-53.41020754
"2906","CH1",2020-03-02,2020,3,"d2H",-51.63271812
"2907","CH1",2017-04-01,2017,4,"d2H",-53.31239375
"2908","CH1",2019-04-01,2019,4,"d2H",-52.38826129
"2909","CH1",2017-05-01,2017,5,"d2H",-54.42765231
"2910","CH1",2018-05-01,2018,5,"d2H",-51.80411816
"2911","CH1",2019-05-01,2019,5,"d2H",-53.49920473
"2912","CH1",2020-05-04,2020,5,"d2H",-53.8230809
"2913","CH1",2018-06-01,2018,6,"d2H",-57.64183558
"2914","CH1",2019-06-01,2019,6,"d2H",-53.22248891
"2915","CH1",2020-06-01,2020,6,"d2H",-55.55810491
"2916","CH1",2021-06-01,2021,6,"d2H",-55.86
"2917","CH1",2017-07-01,2017,7,"d2H",-56.34127294
"2918","CH1",2018-07-01,2018,7,"d2H",-57.43909816
"2919","CH1",2019-07-01,2019,7,"d2H",-53.62834748
"2920","CH1",2020-07-01,2020,7,"d2H",-54.73037104
"2921","CH1",2021-07-01,2021,7,"d2H",-54.74
"2922","CH1",2017-08-01,2017,8,"d2H",-58.25612326
"2923","CH1",2018-08-01,2018,8,"d2H",-54.19218426
"2924","CH1",2019-08-01,2019,8,"d2H",-63.66248021
"2925","CH1",2020-08-01,2020,8,"d2H",-54.43502291
"2926","CH1",2017-09-01,2017,9,"d2H",-57.31620666
"2927","CH1",2018-09-01,2018,9,"d2H",-57.30646746
"2928","CH1",2019-09-01,2019,9,"d2H",-54.40558194
"2929","CH1",2020-09-01,2020,9,"d2H",-55.9400914
"2930","CH1",2017-10-01,2017,10,"d2H",-62.45498708
"2931","CH1",2018-10-01,2018,10,"d2H",-55.33232255
"2932","CH1",2019-10-01,2019,10,"d2H",-53.54765737
"2933","CH1",2020-10-01,2020,10,"d2H",-54.57
"2934","CH1",2017-11-01,2017,11,"d2H",-55.24719642
"2935","CH1",2018-11-01,2018,11,"d2H",-54.15225031
"2936","CH1",2019-11-01,2019,11,"d2H",-52.84593029
"2937","CH1",2020-11-01,2020,11,"d2H",-53.49957598
"2938","CH1",2017-12-01,2017,12,"d2H",-55.27642064
"2939","CH1",2018-12-01,2018,12,"d2H",-53.82988686
"2940","CH1",2019-12-01,2019,12,"d2H",-53.18730191
"2941","CH1",2020-12-01,2020,12,"d2H",-50.76
"2942","CH2",2018-01-01,2018,1,"d2H",-53.08427226
"2943","CH2",2019-01-01,2019,1,"d2H",-54.97964182
"2944","CH2",2020-01-01,2020,1,"d2H",-52.01460382
"2945","CH2",2021-01-01,2021,1,"d2H",-53.42018972
"2946","CH2",2018-02-01,2018,2,"d2H",-54.11703866
"2947","CH2",2019-02-01,2019,2,"d2H",-52.54693795
"2948","CH2",2020-02-01,2020,2,"d2H",-51.33318986
"2949","CH2",2021-02-01,2021,2,"d2H",-53.11829388
"2950","CH2",2018-03-01,2018,3,"d2H",-53.39598274
"2951","CH2",2019-03-01,2019,3,"d2H",-54.26236112
"2952","CH2",2020-03-02,2020,3,"d2H",-51.27968233
"2953","CH2",2017-04-01,2017,4,"d2H",-54.92588687
"2954","CH2",2019-04-01,2019,4,"d2H",-52.21212729
"2955","CH2",2017-05-01,2017,5,"d2H",-54.59086073
"2956","CH2",2018-05-01,2018,5,"d2H",-52.17340509
"2957","CH2",2019-05-01,2019,5,"d2H",-53.27375731
"2958","CH2",2020-05-04,2020,5,"d2H",-54.37819941
"2959","CH2",2017-06-01,2017,6,"d2H",-56.93642273
"2960","CH2",2018-06-01,2018,6,"d2H",-51.28429547
"2961","CH2",2019-06-01,2019,6,"d2H",-53.3741105
"2962","CH2",2020-06-01,2020,6,"d2H",-58.31073367
"2963","CH2",2021-06-01,2021,6,"d2H",-57.99
"2964","CH2",2017-07-01,2017,7,"d2H",-57.12416264
"2965","CH2",2018-07-01,2018,7,"d2H",-59.79931963
"2966","CH2",2019-07-01,2019,7,"d2H",-54.1308619
"2967","CH2",2020-07-01,2020,7,"d2H",-56.32025079
"2969","CH2",2017-08-01,2017,8,"d2H",-59.97452587
"2970","CH2",2018-08-01,2018,8,"d2H",-56.46841044
"2971","CH2",2019-08-01,2019,8,"d2H",-65.61566475
"2972","CH2",2020-08-01,2020,8,"d2H",-55.64237793
"2973","CH2",2017-09-01,2017,9,"d2H",-58.35058894
"2974","CH2",2018-09-01,2018,9,"d2H",-57.2295205
"2975","CH2",2019-09-01,2019,9,"d2H",-56.06012106
"2976","CH2",2020-09-01,2020,9,"d2H",-56.30597344
"2977","CH2",2017-10-01,2017,10,"d2H",-60.89795473
"2978","CH2",2018-10-01,2018,10,"d2H",-55.57755523
"2979","CH2",2019-10-01,2019,10,"d2H",-53.85853681
"2980","CH2",2020-10-01,2020,10,"d2H",-54.64
"2981","CH2",2017-11-01,2017,11,"d2H",-56.1550624
"2982","CH2",2018-11-01,2018,11,"d2H",-54.17288402
"2983","CH2",2019-11-01,2019,11,"d2H",-53.52435729
"2984","CH2",2020-11-01,2020,11,"d2H",-54.83468643
"2985","CH2",2017-12-01,2017,12,"d2H",-56.18937806
"2986","CH2",2018-12-01,2018,12,"d2H",-54.31484221
"2987","CH2",2019-12-01,2019,12,"d2H",-52.67926845
"2988","CH2",2020-12-01,2020,12,"d2H",-52.38
"2989","CH3",2018-01-01,2018,1,"d2H",-59.40601663
"2990","CH3",2019-01-01,2019,1,"d2H",-61.05141771
"2991","CH3",2020-01-01,2020,1,"d2H",-58.18313207
"2992","CH3",2021-01-01,2021,1,"d2H",-58.77015478
"2993","CH3",2018-02-01,2018,2,"d2H",-62.38933447
"2994","CH3",2019-02-01,2019,2,"d2H",-59.37761562
"2995","CH3",2020-02-01,2020,2,"d2H",-57.50107062
"2996","CH3",2021-02-01,2021,2,"d2H",-58.83042657
"2997","CH3",2018-03-01,2018,3,"d2H",-60.79905055
"2998","CH3",2019-03-01,2019,3,"d2H",-59.74271937
"2999","CH3",2020-03-02,2020,3,"d2H",-56.63687946
"3000","CH3",2017-04-01,2017,4,"d2H",-60.52056858
"3001","CH3",2018-04-01,2018,4,"d2H",-55.86773304
"3002","CH3",2019-04-01,2019,4,"d2H",-58.09540774
"3003","CH3",2017-05-01,2017,5,"d2H",-60.78420814
"3004","CH3",2018-05-01,2018,5,"d2H",-58.36376952
"3005","CH3",2019-05-01,2019,5,"d2H",-57.94074288
"3007","CH3",2017-06-01,2017,6,"d2H",-60.43070475
"3008","CH3",2018-06-01,2018,6,"d2H",-62.788762
"3009","CH3",2019-06-01,2019,6,"d2H",-59.58652528
"3010","CH3",2020-06-01,2020,6,"d2H",-62.34106938
"3011","CH3",2021-06-01,2021,6,"d2H",-64.52
"3012","CH3",2017-07-01,2017,7,"d2H",-63.48709359
"3013","CH3",2018-07-01,2018,7,"d2H",-64.97822433
"3014","CH3",2019-07-01,2019,7,"d2H",-59.38568041
"3015","CH3",2020-07-01,2020,7,"d2H",-60.45851125
"3017","CH3",2017-08-01,2017,8,"d2H",-67.95524948
"3018","CH3",2018-08-01,2018,8,"d2H",-63.27068028
"3019","CH3",2019-08-01,2019,8,"d2H",-73.76045645
"3020","CH3",2020-08-01,2020,8,"d2H",-60.66240075
"3021","CH3",2017-09-01,2017,9,"d2H",-66.14350535
"3022","CH3",2018-09-01,2018,9,"d2H",-63.51979184
"3023","CH3",2019-09-01,2019,9,"d2H",-59.96403174
"3024","CH3",2020-09-01,2020,9,"d2H",-58.65789814
"3025","CH3",2017-10-01,2017,10,"d2H",-67.81546004
"3026","CH3",2018-10-01,2018,10,"d2H",-61.19501829
"3027","CH3",2019-10-01,2019,10,"d2H",-59.92415372
"3028","CH3",2020-10-01,2020,10,"d2H",-58.15
"3029","CH3",2017-11-01,2017,11,"d2H",-64.0351135
"3030","CH3",2018-11-01,2018,11,"d2H",-59.8770728
"3031","CH3",2019-11-01,2019,11,"d2H",-58.40894994
"3032","CH3",2020-11-01,2020,11,"d2H",-58.31567018
"3033","CH3",2017-12-01,2017,12,"d2H",-62.27511205
"3034","CH3",2018-12-01,2018,12,"d2H",-61.53390174
"3035","CH3",2019-12-01,2019,12,"d2H",-57.38183486
"3036","CH3",2020-12-01,2020,12,"d2H",-55.88
"3037","CH4",2018-01-01,2018,1,"d2H",-58.06443211
"3038","CH4",2019-01-01,2019,1,"d2H",-59.17060914
"3039","CH4",2020-01-01,2020,1,"d2H",-57.99513689
"3040","CH4",2021-01-01,2021,1,"d2H",-57.96455208
"3041","CH4",2018-02-01,2018,2,"d2H",-61.40791132
"3042","CH4",2019-02-01,2019,2,"d2H",-56.74393418
"3043","CH4",2020-02-01,2020,2,"d2H",-55.61097913
"3044","CH4",2021-02-01,2021,2,"d2H",-57.87326275
"3045","CH4",2018-03-01,2018,3,"d2H",-60.15949199
"3046","CH4",2019-03-01,2019,3,"d2H",-58.35055119
"3047","CH4",2020-03-02,2020,3,"d2H",-54.94948125
"3048","CH4",2017-04-01,2017,4,"d2H",-58.86067923
"3049","CH4",2018-04-01,2018,4,"d2H",-54.95870801
"3050","CH4",2019-04-01,2019,4,"d2H",-57.36212344
"3051","CH4",2017-05-01,2017,5,"d2H",-60.7927807
"3052","CH4",2018-05-01,2018,5,"d2H",-58.57534016
"3053","CH4",2019-05-01,2019,5,"d2H",-58.48755979
"3054","CH4",2020-05-04,2020,5,"d2H",-59.1940327
"3055","CH4",2017-06-01,2017,6,"d2H",-61.15986778
"3056","CH4",2018-06-01,2018,6,"d2H",-60.56489573
"3057","CH4",2019-06-01,2019,6,"d2H",-59.20289214
"3058","CH4",2020-06-01,2020,6,"d2H",-61.461062
"3060","CH4",2017-07-01,2017,7,"d2H",-62.70454339
"3061","CH4",2018-07-01,2018,7,"d2H",-64.57074863
"3062","CH4",2019-07-01,2019,7,"d2H",-59.31665594
"3063","CH4",2020-07-01,2020,7,"d2H",-60.29103623
"3065","CH4",2017-08-01,2017,8,"d2H",-67.74673185
"3066","CH4",2018-08-01,2018,8,"d2H",-63.04442888
"3067","CH4",2019-08-01,2019,8,"d2H",-71.41055789
"3068","CH4",2020-08-01,2020,8,"d2H",-60.42215549
"3069","CH4",2017-09-01,2017,9,"d2H",-65.81729025
"3070","CH4",2018-09-01,2018,9,"d2H",-63.05975799
"3071","CH4",2019-09-01,2019,9,"d2H",-60.20328702
"3072","CH4",2020-09-01,2020,9,"d2H",-57.94563693
"3073","CH4",2017-10-01,2017,10,"d2H",-67.27417319
"3074","CH4",2018-10-01,2018,10,"d2H",-61.17601275
"3075","CH4",2019-10-01,2019,10,"d2H",-59.17612556
"3076","CH4",2020-10-01,2020,10,"d2H",-57.94
"3077","CH4",2017-11-01,2017,11,"d2H",-62.3887451
"3078","CH4",2018-11-01,2018,11,"d2H",-58.34115111
"3079","CH4",2019-11-01,2019,11,"d2H",-57.01016721
"3080","CH4",2020-11-01,2020,11,"d2H",-57.18019479
"3081","CH4",2017-12-01,2017,12,"d2H",-61.21256472
"3082","CH4",2018-12-01,2018,12,"d2H",-59.8725731
"3083","CH4",2019-12-01,2019,12,"d2H",-55.94092521
"3084","CH4",2020-12-01,2020,12,"d2H",-56.39
"3085","DN2",2018-01-01,2018,1,"d2H",-55.05575938
"3086","DN2",2018-02-01,2018,2,"d2H",-60.9940178
"3087","DN2",2018-03-01,2018,3,"d2H",-61.77752494
"3088","DN2",2018-04-01,2018,4,"d2H",-59.52289119
"3089","DN2",2017-05-01,2017,5,"d2H",-61.71037471
"3090","DN2",2018-05-01,2018,5,"d2H",-60.68207078
"3091","DN2",2017-06-01,2017,6,"d2H",-63.15609545
"3092","DN2",2018-06-01,2018,6,"d2H",-65.40491168
"3093","DN2",2017-07-01,2017,7,"d2H",-65.86801531
"3094","DN2",2018-07-01,2018,7,"d2H",-67.00590103
"3095","DN2",2017-08-01,2017,8,"d2H",-71.98364708
"3096","DN2",2018-08-01,2018,8,"d2H",-65.66701523
"3097","DN2",2017-09-01,2017,9,"d2H",-68.39726192
"3098","DN2",2018-09-01,2018,9,"d2H",-62.95750547
"3099","DN2",2017-10-01,2017,10,"d2H",-62.77953058
"3100","DN2",2018-10-01,2018,10,"d2H",-64.24326039
"3101","DN2",2017-11-01,2017,11,"d2H",-60.77639032
"3102","DN2",2017-12-01,2017,12,"d2H",-54.16362395
"3103","DN4",2018-01-01,2018,1,"d2H",-60.8524396
"3104","DN4",2019-01-01,2019,1,"d2H",-62.67513422
"3105","DN4",2020-01-01,2020,1,"d2H",-61.54112209
"3106","DN4",2021-01-01,2021,1,"d2H",-64.9610074
"3107","DN4",2018-02-01,2018,2,"d2H",-59.40104599
"3108","DN4",2019-02-01,2019,2,"d2H",-61.47386935
"3109","DN4",2020-02-01,2020,2,"d2H",-60.95953591
"3110","DN4",2021-02-01,2021,2,"d2H",-60.99808231
"3111","DN4",2018-03-01,2018,3,"d2H",-61.45295131
"3112","DN4",2019-03-01,2019,3,"d2H",-60.7026328
"3113","DN4",2020-03-02,2020,3,"d2H",-59.72977116
"3114","DN4",2017-04-01,2017,4,"d2H",-57.97411423
"3115","DN4",2018-04-01,2018,4,"d2H",-58.42149594
"3116","DN4",2019-04-01,2019,4,"d2H",-60.53192806
"3117","DN4",2017-05-01,2017,5,"d2H",-61.94710935
"3118","DN4",2018-05-01,2018,5,"d2H",-58.50225212
"3119","DN4",2019-05-01,2019,5,"d2H",-63.38895366
"3120","DN4",2020-05-04,2020,5,"d2H",-63.13052243
"3121","DN4",2017-06-01,2017,6,"d2H",-59.70932758
"3122","DN4",2018-06-01,2018,6,"d2H",-63.10732971
"3123","DN4",2019-06-01,2019,6,"d2H",-62.05622728
"3124","DN4",2020-06-01,2020,6,"d2H",-60.81812117
"3125","DN4",2021-06-01,2021,6,"d2H",-62.02
"3126","DN4",2017-07-01,2017,7,"d2H",-63.31225049
"3127","DN4",2018-07-01,2018,7,"d2H",-65.62680014
"3128","DN4",2019-07-01,2019,7,"d2H",-62.92608588
"3129","DN4",2020-07-01,2020,7,"d2H",-63.37727339
"3130","DN4",2021-07-01,2021,7,"d2H",-63.75
"3131","DN4",2017-08-01,2017,8,"d2H",-66.97209226
"3132","DN4",2018-08-01,2018,8,"d2H",-62.6287459
"3133","DN4",2019-08-01,2019,8,"d2H",-71.06148844
"3134","DN4",2020-08-01,2020,8,"d2H",-61.96883652
"3135","DN4",2017-09-01,2017,9,"d2H",-57.55175469
"3136","DN4",2018-09-01,2018,9,"d2H",-63.66323224
"3137","DN4",2019-09-01,2019,9,"d2H",-63.37042366
"3138","DN4",2020-09-01,2020,9,"d2H",-62.56091078
"3139","DN4",2017-10-01,2017,10,"d2H",-63.33069259
"3140","DN4",2018-10-01,2018,10,"d2H",-64.93481653
"3141","DN4",2019-10-01,2019,10,"d2H",-63.20470697
"3142","DN4",2020-10-01,2020,10,"d2H",-63.32
"3143","DN4",2017-11-01,2017,11,"d2H",-63.68231351
"3144","DN4",2018-11-01,2018,11,"d2H",-66.62481141
"3145","DN4",2019-11-01,2019,11,"d2H",-61.87389777
"3146","DN4",2020-11-01,2020,11,"d2H",-61.65385373
"3147","DN4",2017-12-01,2017,12,"d2H",-61.12228327
"3148","DN4",2018-12-01,2018,12,"d2H",-66.66872304
"3149","DN4",2019-12-01,2019,12,"d2H",-60.68253512
"3150","DN4",2020-12-01,2020,12,"d2H",-60.17
"3151","DN5",2018-01-01,2018,1,"d2H",-56.80146685
"3152","DN5",2019-01-01,2019,1,"d2H",-58.60094843
"3153","DN5",2020-01-01,2020,1,"d2H",-55.10621629
"3154","DN5",2021-01-01,2021,1,"d2H",-62.91325437
"3155","DN5",2018-02-01,2018,2,"d2H",-64.03541687
"3156","DN5",2019-02-01,2019,2,"d2H",-57.22484425
"3157","DN5",2020-02-01,2020,2,"d2H",-58.34720442
"3158","DN5",2021-02-01,2021,2,"d2H",-59.20268325
"3159","DN5",2018-03-01,2018,3,"d2H",-62.72173032
"3160","DN5",2019-03-01,2019,3,"d2H",-59.77654624
"3161","DN5",2020-03-02,2020,3,"d2H",-57.40805905
"3162","DN5",2017-04-01,2017,4,"d2H",-58.28423517
"3163","DN5",2018-04-01,2018,4,"d2H",-55.43487022
"3164","DN5",2019-04-01,2019,4,"d2H",-59.9569619
"3165","DN5",2017-05-01,2017,5,"d2H",-57.26555262
"3166","DN5",2018-05-01,2018,5,"d2H",-55.81017607
"3167","DN5",2019-05-01,2019,5,"d2H",-61.29923735
"3168","DN5",2020-05-04,2020,5,"d2H",-60.49502473
"3169","DN5",2017-06-01,2017,6,"d2H",-53.9179993
"3170","DN5",2018-06-01,2018,6,"d2H",-60.31984263
"3171","DN5",2019-06-01,2019,6,"d2H",-59.8901755
"3172","DN5",2020-06-01,2020,6,"d2H",-58.40188167
"3173","DN5",2021-06-01,2021,6,"d2H",-63.13
"3174","DN5",2017-07-01,2017,7,"d2H",-56.89635735
"3175","DN5",2018-07-01,2018,7,"d2H",-62.84320853
"3176","DN5",2019-07-01,2019,7,"d2H",-56.60678383
"3177","DN5",2020-07-01,2020,7,"d2H",-59.73216816
"3178","DN5",2021-07-01,2021,7,"d2H",-58.94
"3179","DN5",2017-08-01,2017,8,"d2H",-60.36575113
"3180","DN5",2018-08-01,2018,8,"d2H",-58.33276258
"3181","DN5",2019-08-01,2019,8,"d2H",-64.25220338
"3182","DN5",2020-08-01,2020,8,"d2H",-55.84809815
"3183","DN5",2017-09-01,2017,9,"d2H",-52.63587998
"3184","DN5",2018-09-01,2018,9,"d2H",-60.9727474
"3185","DN5",2019-09-01,2019,9,"d2H",-18.09332425
"3186","DN5",2020-09-01,2020,9,"d2H",-60.53951916
"3187","DN5",2017-10-01,2017,10,"d2H",-62.38173584
"3188","DN5",2018-10-01,2018,10,"d2H",-62.26831715
"3189","DN5",2019-10-01,2019,10,"d2H",-58.35976104
"3190","DN5",2017-11-01,2017,11,"d2H",-60.06092068
"3191","DN5",2018-11-01,2018,11,"d2H",-63.38867211
"3192","DN5",2019-11-01,2019,11,"d2H",-61.12511234
"3193","DN5",2020-11-01,2020,11,"d2H",-59.66157722
"3194","DN5",2017-12-01,2017,12,"d2H",-55.44344529
"3195","DN5",2018-12-01,2018,12,"d2H",-63.07220862
"3196","DN5",2019-12-01,2019,12,"d2H",-59.14031946
"3197","DN5",2020-12-01,2020,12,"d2H",-58.17
"3198","GS1",2018-01-01,2018,1,"d2H",-36.40389174
"3199","GS1",2019-01-01,2019,1,"d2H",-37.76030301
"3200","GS1",2020-01-01,2020,1,"d2H",-34.31611239
"3201","GS1",2021-01-01,2021,1,"d2H",-33.68338861
"3202","GS1",2018-02-01,2018,2,"d2H",-37.00667308
"3203","GS1",2019-02-01,2019,2,"d2H",-37.07783411
"3204","GS1",2020-02-01,2020,2,"d2H",-33.17446412
"3205","GS1",2021-02-01,2021,2,"d2H",-39.61350948
"3206","GS1",2018-03-01,2018,3,"d2H",-35.94903669
"3207","GS1",2019-03-01,2019,3,"d2H",-35.63449054
"3209","GS1",2017-04-01,2017,4,"d2H",-34.9121751
"3210","GS1",2018-04-01,2018,4,"d2H",-30.52066291
"3211","GS1",2019-04-01,2019,4,"d2H",-37.04516794
"3212","GS1",2017-05-01,2017,5,"d2H",-39.16890484
"3213","GS1",2018-05-01,2018,5,"d2H",-36.20068439
"3214","GS1",2019-05-01,2019,5,"d2H",-38.86036056
"3215","GS1",2020-05-04,2020,5,"d2H",-34.9227473
"3216","GS1",2017-06-01,2017,6,"d2H",-40.10926284
"3217","GS1",2018-06-01,2018,6,"d2H",-39.43304201
"3218","GS1",2019-06-01,2019,6,"d2H",-37.79555186
"3219","GS1",2020-06-01,2020,6,"d2H",-37.88479362
"3220","GS1",2021-06-01,2021,6,"d2H",-42.39
"3221","GS1",2017-07-01,2017,7,"d2H",-43.03146901
"3222","GS1",2018-07-01,2018,7,"d2H",-39.66500999
"3223","GS1",2019-07-01,2019,7,"d2H",-38.99516021
"3224","GS1",2020-07-01,2020,7,"d2H",-39.26279806
"3225","GS1",2021-07-01,2021,7,"d2H",-36.67
"3226","GS1",2017-08-01,2017,8,"d2H",-43.00173419
"3227","GS1",2018-08-01,2018,8,"d2H",-39.03260459
"3228","GS1",2019-08-01,2019,8,"d2H",-43.27838026
"3229","GS1",2020-08-01,2020,8,"d2H",-38.85989925
"3230","GS1",2017-09-01,2017,9,"d2H",-39.7675734
"3231","GS1",2018-09-01,2018,9,"d2H",-33.06063287
"3232","GS1",2019-09-01,2019,9,"d2H",-35.82507455
"3233","GS1",2020-09-01,2020,9,"d2H",-38.13146879
"3234","GS1",2017-10-01,2017,10,"d2H",-39.78980642
"3235","GS1",2018-10-01,2018,10,"d2H",-39.41768994
"3236","GS1",2019-10-01,2019,10,"d2H",-39.12970536
"3237","GS1",2017-11-01,2017,11,"d2H",-34.93796034
"3238","GS1",2018-11-01,2018,11,"d2H",-37.12482126
"3239","GS1",2019-11-01,2019,11,"d2H",-35.45021913
"3240","GS1",2020-11-01,2020,11,"d2H",-36.63622051
"3241","GS1",2017-12-01,2017,12,"d2H",-33.16278797
"3242","GS1",2018-12-01,2018,12,"d2H",-37.47583759
"3243","GS1",2019-12-01,2019,12,"d2H",-33.4844226
"3244","GS1",2020-12-01,2020,12,"d2H",-34.07
"3245","GS2",2018-01-01,2018,1,"d2H",-40.57175149
